Date,Time,Currency,Impact,Event,Previous,Forecast,Actual
Jan31.2023,10::19,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Jan31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,01::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,05::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,08::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,10::34,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,19::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb01.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,03::35,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,09::59,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,24::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,13::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb02.2023,17::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,01::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,08::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,24::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb03.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,12::03,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,08::40,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,03::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,03::35,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,05::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,06::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,15::07,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,17::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,17::40,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,20::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,05::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,14::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,18::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,18::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,18::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb08.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,05::59,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,09::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,18::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,21::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb09.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,09::02,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,24::06,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,17::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb10.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb12.2023,21::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,13::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,23::24,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,04::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,10::02,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,18::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb14.2023,19::05,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,12::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,04::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,10::40,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,13::14,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,14::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,17::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,09::46,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,13::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,22::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb16.2023,22::55,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb17.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb18.2023,16::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,10::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,22::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,13::32,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb21.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,01::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,10::35,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,19::10,N/A,N/A,N/A,N/A,N/A,N/A
Feb22.2023,22::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,05::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,10::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,14::10,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb23.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,12::34,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,10::13,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,15::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb24.2023,16::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb25.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb25.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb26.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb26.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb26.2023,21::48,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,04::10,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Feb27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,05::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,05::02,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,10::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,24::15,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
